Source,Target,Type,Id,Label,Weight,author,year,place
国际(1946),《时代杂志》,Directed,6576,,67,郭生,1946,上海
评论(1946),《时代杂志》,Directed,6578,,31,葛罗宾,1946,上海
巴黎和会(1946),《再生》,Directed,6579,,16,苏生,1946,上海
内幕(1946),《再生》,Directed,6580,,17,郑源,1946,上海
美国(1946),《周报(上海1945)》,Directed,6581,,38,黎纬北,1946,上海
东北(1946),《时代杂志》,Directed,6582,,20,顾尔那柯夫 华,1946,上海
国内(1946),《再生》,Directed,6583,,13,毅生,1946,上海
国外(1946),《再生》,Directed,6584,,14,复生,1946,上海
时事(1946),《再生》,Directed,6585,,31,魏明,1946,上海
风云(1946),《时代杂志》,Directed,6588,,14,周云复,1946,上海
概况(1946),《时代杂志》,Directed,6589,,13,马尔可夫 祖立,1946,上海
民族(1946),《时代杂志》,Directed,6590,,19,谢列克脱 何歌,1946,上海
苏联(1946),《时代杂志》,Directed,6591,,105,谢列克脱 何歌,1946,上海
世界(1946),《再生》,Directed,6592,,23,斋,1946,上海
时事(1946),《中央周刊》,Directed,6593,,11,刘光炎,1946,南京
时事(1946),《民主(上海)》,Directed,6594,,19,麦逸,1946,上海
每周(1946),《民主(上海)》,Directed,6595,,11,念青,1946,上海
舆论(1946),《再生》,Directed,6596,,18,方艾,1946,上海
遭难(1946),《民主(上海)》,Directed,6598,,11,景宋,1946,上海
前后(1946),《民主(上海)》,Directed,6599,,12,陆诒,1946,上海
民主(1946),《民主(上海)》,Directed,6600,,50,齐人,1946,上海
研究(1946),《时代杂志》,Directed,6601,,53,高尔基 荃,1946,上海
高尔基(1946),《时代杂志》,Directed,6602,,121,高尔基 荃,1946,上海
中国(1946),《观察》,Directed,6603,,21,高名凯,1946,上海
人民(1946),《正报》,Directed,6604,,16,项康,1946,香港
内政(1946),《再生》,Directed,6605,,10,张君劢,1946,上海
子弟兵(1946),《正报》,Directed,6606,,9,公曼,1946,香港
建築(1946),《中央周刊》,Directed,6607,,9,汪叔棣,1946,南京
抗战史(1946),《正报》,Directed,6608,,9,公曼,1946,香港
新世界(1946),《中央周刊》,Directed,6609,,10,郑万川,1946,南京
珠江三角洲(1946),《正报》,Directed,6610,,9,公曼,1946,香港
纪行(1946),《时代杂志》,Directed,6611,,9,郭沫若,1946,上海
共和国(1946),《时代杂志》,Directed,6613,,9,伏士聂辛斯基,1946,上海
周评(1946),《文萃》,Directed,6614,,80,鸿,1946,上海
待续(1946),《再生》,Directed,6616,,8,苏生,1946,上海
时事(1946),《文萃》,Directed,6617,,81,鸿,1946,上海
苏维埃(1946),《时代杂志》,Directed,6619,,15,赫里亚比奇 尚天,1946,上海
问题(1946),《中央周刊》,Directed,6620,,46,（法）皮杜尔 君衡,1946,南京
刑场(1946),《时代杂志》,Directed,6622,,7,(匈)沙利 (匈)乔其利 曹庸,1946,上海
国际(1946),《中央周刊》,Directed,6625,,9,王新命 韦,1946,南京
将来(1946),《观察》,Directed,6626,,7,张东荪,1946,上海
工作(1946),《中建》,Directed,6627,,62,顾保之,1946,上海
康熙帝(1946),《中央周刊》,Directed,6628,,7,白晋 林植,1946,南京
流动(1946),《时代杂志》,Directed,6631,,7,(匈)沙利 (匈)乔其利 曹庸,1946,上海
精神(1946),《中建》,Directed,6632,,9,胡风,1946,上海
美国(1946),《民主(上海)》,Directed,6633,,25,费孝通,1946,上海
上海(1946),《文萃》,Directed,6636,,13,陈霞飞,1946,上海
五五宪草(1946),《民主周刊(昆明)》,Directed,6637,,8,胡冈,1946,昆明
会议(1946),《中央周刊》,Directed,6638,,12,溱,1946,南京
俄罗斯(1946),《时代杂志》,Directed,6639,,9,高尔基 葆荃,1946,上海
先生(1946),《周报(上海1945)》,Directed,6640,,23,马寅初,1946,上海
历史(1946),《中华论坛》,Directed,6641,,8,刘尊棋,1946,重庆
名着(1946),《中央周刊》,Directed,6642,,6,白晋 林植,1946,南京
宪法(1946),《再生》,Directed,6643,,11,费青,1946,上海
小传(1946),《文萃》,Directed,6644,,6,骆宾基,1946,上海
杂感(1946),《时代杂志》,Directed,6645,,10,肃扬,1946,上海
