Source,Target,Type,Id,Label,Weight,author,year,place
中国(1948),《再生》,Directed,81008,,62,黄河清,1948,上海
使命(1948),《再生》,Directed,81009,,33,张肖梅 杨博如,1948,上海
对外贸易(1948),《再生》,Directed,81010,,33,张肖梅 杨博如,1948,上海
应有(1948),《再生》,Directed,81011,,33,张肖梅 杨博如,1948,上海
我国(1948),《再生》,Directed,81012,,37,张君劢,1948,上海
措施(1948),《再生》,Directed,81013,,34,陈述昆,1948,上海
政府(1948),《再生》,Directed,81014,,35,黄撼石,1948,上海
重大(1948),《再生》,Directed,81015,,33,张肖梅 杨博如,1948,上海
战局(1948),《展望》,Directed,81016,,29,杜渐,1948,南京
展望(1948),《展望》,Directed,81017,,113,鲁生,1948,南京
制度(1948),《再生》,Directed,81018,,49,张君劢,1948,上海
文官(1948),《再生》,Directed,81019,,25,叶新华,1948,上海
历史(1948),《再生》,Directed,81022,,24,黄河清,1948,上海
史谈(1948),《再生》,Directed,81023,,20,杜衡,1948,上海
国际(1948),《展望》,Directed,81024,,28,萧贤,1948,南京
官僚政治(1948),《时与文》,Directed,81025,,20,王亚南,1948,上海
政治(1948),《再生》,Directed,81026,,39,黎玄,1948,上海
经济(1948),《展望》,Directed,81027,,41,龟溪,1948,南京
学生(1948),《国讯》,Directed,81028,,19,潮声,1948,上海
中国(1948),《时与文》,Directed,81029,,34,马复生,1948,上海
战局(1948),《国讯》,Directed,81030,,17,王民,1948,上海
美国(1948),《时与文》,Directed,81031,,36,静怀,1948,上海
各国(1948),《再生》,Directed,81035,,13,叶新华,1948,上海
政局(1948),《展望》,Directed,81037,,28,鲁生,1948,南京
华莱士(1948),《国讯》,Directed,81038,,13,石仲子,1948,上海
反对(1948),《国讯》,Directed,81039,,13,范士宏,1948,上海
日内瓦(1948),《新路周刊》,Directed,81040,,11,陈达,1948,北平
瑞士(1948),《新路周刊》,Directed,81041,,11,陈达,1948,北平
今日(1948),《时与文》,Directed,81042,,13,邵燕平,1948,上海
思想(1948),《时与文》,Directed,81043,,10,蔡尚思,1948,上海
梁漱溟(1948),《时与文》,Directed,81044,,10,蔡尚思,1948,上海
美国(1948),《中建》,Directed,81045,,12,芝英,1948,上海
民主(1948),《国讯》,Directed,81047,,15,高向华,1948,上海
风光(1948),《新路周刊》,Directed,81048,,9,陈达,1948,北平
北美(1948),《时与文》,Directed,81049,,8,陈达,1948,上海
古录(1948),《再生》,Directed,81050,,8,微明,1948,上海
成立(1948),《国讯》,Directed,81051,,9,黄炎培,1948,上海
援华(1948),《国讯》,Directed,81052,,11,林焕平,1948,上海
琐记(1948),《中建》,Directed,81054,,8,程梯云,1948,上海
美国(1948),《光明报》,Directed,81055,,14,黄药眠,1948,香港
运粮(1948),《中建》,Directed,81056,,8,程梯云,1948,上海
重游(1948),《时与文》,Directed,81057,,9,凤子,1948,上海
大学生(1948),《国讯》,Directed,81058,,7,M.H.,1948,上海
天下(1948),《观察》,Directed,81059,,7,费孝通,1948,上海
工人(1948),《国讯》,Directed,81060,,7,M.H.,1948,上海
文化(1948),《展望》,Directed,81061,,9,闻鼙,1948,南京
炉边(1948),《观察》,Directed,81062,,7,费孝通,1948,上海
独树港(1948),《中建》,Directed,81063,,7,周公南,1948,上海
研究(1948),《时与文》,Directed,81064,,7,王亚南,1948,上海
社会主义(1948),《再生》,Directed,81065,,12,紫云,1948,上海
经济(1948),《时与文》,Directed,81066,,17,钟唐,1948,上海
要求(1948),《国讯》,Directed,81067,,7,M.H.,1948,上海
两周(1948),《展望》,Directed,81068,,6,甄斯,1948,南京
中部(1948),《展望》,Directed,81070,,6,甄斯,1948,南京
作者(1948),《时与文》,Directed,81071,,6,林海,1948,上海
剪影(1948),《中建》,Directed,81072,,7,杜林,1948,上海
历史(1948),《时与文》,Directed,81073,,10,郁栀,1948,上海
地方(1948),《中建》,Directed,81074,,10,顾秉之,1948,上海
广播(1948),《展望》,Directed,81075,,7,林,1948,南京
政治(1948),《展望》,Directed,81076,,17,衣锦,1948,南京
游记(1948),《展望》,Directed,81077,,6,甄斯,1948,南京
美国(1948),《展望》,Directed,81078,,41,陈仁炳,1948,南京
美国(1948),《观察》,Directed,81081,,27,陈家澂,1948,上海
自治(1948),《国讯》,Directed,81082,,7,杨祖之,1948,上海
香港(1948),《展望》,Directed,81083,,18,郭泉,1948,南京
事件(1948),《国讯》,Directed,81084,,7,孙殿伟,1948,上海
制度(1948),《新路周刊》,Directed,81085,,27,蒋硕傑,1948,北平
周末(1948),《展望》,Directed,81086,,5,仲亨,1948,南京
地方(1948),《再生》,Directed,81087,,6,欧阳革辛,1948,上海
外交政策(1948),《再生》,Directed,81088,,9,张君劢,1948,上海
工作(1948),《中建》,Directed,81089,,34,陈涛,1948,上海
抗议(1948),《国讯》,Directed,81090,,5,M.H.,1948,上海
民盟(1948),《国讯》,Directed,81091,,5,M.H.,1948,上海
英国(1948),《再生》,Directed,81092,,8,余望之,1948,上海
解释(1948),《时与文》,Directed,81093,,5,王亚南,1948,上海
评介(1948),《时与文》,Directed,81094,,5,蔡尚思,1948,上海
诗人(1948),《再生》,Directed,81095,,5,王一冰,1948,上海
青年(1948),《国讯》,Directed,81096,,9,张敏,1948,上海
一代(1948),《中建:北平版》,Directed,81097,,5,袁翰青,1948,上海
上海(1948),《国讯》,Directed,81098,,13,马廷杰,1948,上海
之间(1948),《中建》,Directed,81099,,4,赵志华,1948,上海
儒家思想(1948),《再生》,Directed,81100,,5,喻淦邨,1948,上海
先生(1948),《中建:北平版》,Directed,81101,,21,闻家驷,1948,上海
北平(1948),《时与文》,Directed,81102,,12,金苗,1948,上海
华盛顿(1948),《展望》,Directed,81103,,4,丁蕾,1948,南京
南京(1948),《新路周刊》,Directed,81104,,6,欧阳山,1948,北平
原因(1948),《展望》,Directed,81105,,4,施复亮,1948,南京
呼吁(1948),《国讯》,Directed,81106,,4,M.H.,1948,上海
和平(1948),《国讯》,Directed,81107,,7,石仲子,1948,上海
和平(1948),《新路周刊》,Directed,81108,,8,敏,1948,北平
善后(1948),《新路周刊》,Directed,81109,,9,蒋硕傑 赵守愚,1948,北平
四首(1948),《新路周刊》,Directed,81110,,4,王道乾,1948,北平
大选(1948),《中建》,Directed,81112,,5,芝英,1948,上海
学生(1948),《时与文》,Directed,81113,,23,陈实,1948,上海
实现(1948),《新路周刊》,Directed,81114,,7,炳章,1948,北平
币制(1948),《新路周刊》,Directed,81116,,12,非,1948,北平
幕剧(1948),《中建》,Directed,81117,,4,赵志华,1948,上海
影剧(1948),《国讯》,Directed,81118,,5,谷方,1948,上海
徐州(1948),《展望》,Directed,81119,,4,波光,1948,南京
成都(1948),《再生》,Directed,81120,,4,张君劢,1948,上海
我写(1948),《展望》,Directed,81121,,4,施复亮,1948,南京
方法(1948),《新路周刊》,Directed,81123,,7,炳章,1948,北平
日本(1948),《展望》,Directed,81124,,26,筠友,1948,南京
日本(1948),《观察》,Directed,81126,,6,谭崇台,1948,上海
旧录(1948),《展望》,Directed,81127,,4,杨卫玉,1948,南京
杂记(1948),《观察》,Directed,81128,,4,何永佶,1948,上海
破产(1948),《再生》,Directed,81129,,4,黄撼石,1948,上海
社会主义(1948),《新路周刊》,Directed,81130,,15,陈振汉 蒋硕傑,1948,北平
秋灯(1948),《展望》,Directed,81132,,4,杨卫玉,1948,南京
经济(1948),《新路周刊》,Directed,81133,,26,陈振汉,1948,北平
经过(1948),《展望》,Directed,81135,,5,黄炎培,1948,南京
美国(1948),《新路周刊》,Directed,81136,,24,陈石湘,1948,北平
航空(1948),《观察》,Directed,81139,,4,芝,1948,上海
西安(1948),《中建:北平版》,Directed,81140,,4,蒙若,1948,上海
计划(1948),《中建》,Directed,81141,,5,李乡朴,1948,上海
豫西(1948),《展望》,Directed,81142,,5,杜渐 艾扬 牛纵,1948,南京
青岛(1948),《国讯》,Directed,81143,,4,伟夫,1948,上海
香港(1948),《中建:北平版》,Directed,81144,,5,李广田,1948,上海
香港(1948),《国讯》,Directed,81145,,11,王思曙 王民,1948,上海
鲁迅(1948),《中建:北平版》,Directed,81146,,11,许杰,1948,上海
黑白(1948),《中建》,Directed,81147,,4,赵志华,1948,上海
七五(1948),《展望》,Directed,81148,,4,宁静,1948,南京
上海(1948),《展望》,Directed,81149,,15,陈砥平,1948,南京
东北(1948),《时与文》,Directed,81150,,6,柳逢仙,1948,上海
东南亚(1948),《国讯》,Directed,81151,,4,M.H.,1948,上海
中国(1948),《观察》,Directed,81153,,23,郭叔壬,1948,上海
中枢(1948),《再生》,Directed,81154,,3,杜衡,1948,上海
之四(1948),《再生》,Directed,81155,,3,叶新华,1948,上海
书评(1948),《观察》,Directed,81156,,13,陈振汉,1948,上海
人类(1948),《主流》,Directed,81157,,4,周太玄,1948,南京
传奇(1948),《展望》,Directed,81158,,4,沛雨,1948,南京
伦敦(1948),《观察》,Directed,81159,,6,陈志让,1948,上海
先生(1948),《国讯》,Directed,81160,,4,秦翰才,1948,上海
共产党(1948),《再生》,Directed,81161,,5,金治泰,1948,上海
内幕(1948),《再生》,Directed,81162,,4,梁梦觉,1948,上海
内阁(1948),《国讯》,Directed,81163,,3,林焕平,1948,上海
军区(1948),《再生》,Directed,81164,,3,杜衡,1948,上海
军火(1948),《国讯》,Directed,81165,,3,M.H.,1948,上海
农村(1948),《展望》,Directed,81166,,7,鱼木,1948,南京
农民(1948),《中建》,Directed,81167,,9,费祥俊,1948,上海
列车(1948),《中建》,Directed,81168,,3,赵志华,1948,上海
势力(1948),《时与文》,Directed,81173,,3,石闻,1948,上海
北平(1948),《展望》,Directed,81174,,17,鸣歌,1948,南京
华侨(1948),《国讯》,Directed,81175,,3,M.H.,1948,上海
华北(1948),《展望》,Directed,81176,,7,金苗,1948,南京
华莱士(1948),《展望》,Directed,81177,,4,张仁光,1948,南京
印度(1948),《观察》,Directed,81178,,3,严绍端,1948,上海
发展(1948),《再生》,Directed,81179,,6,王厚生,1948,上海
同济(1948),《国讯》,Directed,81180,,6,丘山,1948,上海
哲学(1948),《中建:北平版》,Directed,81182,,3,郑昕,1948,上海
哲学(1948),《中建:华北航空版》,Directed,81183,,3,郑昕,1948,上海
四川(1948),《时与文》,Directed,81184,,4,光夫,1948,上海
国会(1948),《再生》,Directed,81185,,3,王厚生,1948,上海
