Source,Target,Type,Id,Label,Weight,author,year,place
巴黎和会(1946),《再生》,Directed,63857,,16,苏生,1946,上海
内幕(1946),《再生》,Directed,63858,,17,郑源,1946,上海
美国(1946),《周报(上海1945)》,Directed,63859,,38,黎纬北,1946,上海
国内(1946),《再生》,Directed,63860,,13,毅生,1946,上海
国外(1946),《再生》,Directed,63861,,14,复生,1946,上海
时事(1946),《再生》,Directed,63862,,31,魏明,1946,上海
世界(1946),《再生》,Directed,63864,,23,斋,1946,上海
时事(1946),《民主(上海)》,Directed,63865,,19,麦逸,1946,上海
每周(1946),《民主(上海)》,Directed,63866,,11,念青,1946,上海
舆论(1946),《再生》,Directed,63867,,18,方艾,1946,上海
遭难(1946),《民主(上海)》,Directed,63868,,11,景宋,1946,上海
前后(1946),《民主(上海)》,Directed,63869,,12,陆诒,1946,上海
民主(1946),《民主(上海)》,Directed,63870,,50,齐人,1946,上海
中国(1946),《观察》,Directed,63871,,21,高名凯,1946,上海
内政(1946),《再生》,Directed,63872,,10,张君劢,1946,上海
待续(1946),《再生》,Directed,63874,,8,苏生,1946,上海
将来(1946),《观察》,Directed,63875,,7,张东荪,1946,上海
工作(1946),《中建》,Directed,63876,,62,顾保之,1946,上海
精神(1946),《中建》,Directed,63877,,9,胡风,1946,上海
美国(1946),《民主(上海)》,Directed,63878,,25,费孝通,1946,上海
五五宪草(1946),《民主周刊(昆明)》,Directed,63880,,8,胡冈,1946,昆明
先生(1946),《周报(上海1945)》,Directed,63881,,23,马寅初,1946,上海
历史(1946),《中华论坛》,Directed,63882,,8,刘尊棋,1946,重庆
宪法(1946),《再生》,Directed,63883,,11,费青,1946,上海
检查(1946),《中建》,Directed,63884,,18,高祖文,1946,上海
民主(1946),《再生》,Directed,63885,,15,蒋匀田,1946,上海
过去(1946),《观察》,Directed,63886,,6,张东荪,1946,上海
中华民国(1946),《再生》,Directed,63887,,5,张君劢,1946,上海
亡友(1946),《民主(上海)》,Directed,63888,,6,吴晗,1946,上海
十讲(1946),《再生》,Directed,63889,,5,张君劢,1946,上海
