Source,Target,Type,Id,Label,Weight,author,year,place
之战(1945),《中央周刊》,Directed,0,,22,文伯,1945,重庆
亚洲(1945),《中央周刊》,Directed,1,,13,王新命,1945,重庆
国际(1945),《时代杂志》,Directed,2,,32,李昂季叶夫,1945,上海
苏联(1945),《时代杂志》,Directed,3,,65,阿特拉斯 朱声扬,1945,上海
本月(1945),《中央周刊》,Directed,4,,8,新命,1945,重庆
时事(1945),《国讯》,Directed,5,,10,沙溪,1945,上海
纪行(1945),《时代杂志》,Directed,6,,7,郭沫若,1945,上海
解剖(1945),《国讯》,Directed,8,,8,沙溪,1945,上海
会议(1945),《国讯》,Directed,9,,15,陶大镛,1945,上海
命令(1945),《时代杂志》,Directed,10,,9,(苏)树柯夫 (苏)顾拉索夫,1945,上海
宪法(1945),《时代杂志》,Directed,11,,10,平心,1945,上海
文化(1945),《时代杂志》,Directed,12,,6,史米尔诺夫,1945,上海
流亡(1945),《民主(上海)》,Directed,13,,6,杨明,1945,上海
海外(1945),《中央周刊》,Directed,14,,8,赵得之,1945,重庆
生活(1945),《民主(上海)》,Directed,15,,7,周建人,1945,上海
韬奋(1945),《民主(上海)》,Directed,16,,6,杨明,1945,上海
一角(1945),《时代杂志》,Directed,17,,10,伊古斯,1945,上海
南行(1945),《周报(上海1945)》,Directed,18,,5,柳宗元,1945,上海
徒步(1945),《周报(上海1945)》,Directed,20,,5,柳宗元,1945,上海
总司令(1945),《时代杂志》,Directed,21,,5,史大林,1945,上海
战事(1945),《中央周刊》,Directed,22,,7,王新命,1945,重庆
日本(1945),《时代杂志》,Directed,23,,10,敏茨,1945,上海
时事(1945),《民主周刊(昆明)》,Directed,24,,8,正非,1945,昆明
最高(1945),《时代杂志》,Directed,25,,6,树柯元,1945,上海
欧洲(1945),《中央周刊》,Directed,26,,10,钱纳水 蒋,1945,重庆
民主(1945),《民主(上海)》,Directed,27,,11,马叙伦,1945,上海
津浦路(1945),《周报(上海1945)》,Directed,28,,5,柳宗元,1945,上海
笔尖(1945),《文萃》,Directed,29,,17,萧余,1945,上海
经济(1945),《国讯》,Directed,30,,19,陶大镛,1945,上海
革命(1945),《中央周刊》,Directed,32,,9,钱穆,1945,重庆
世界(1945),《民主周刊(昆明)》,Directed,34,,7,曾昭抡,1945,昆明
世界之窗(1945),《时代杂志》,Directed,35,,4,米谷,1945,上海
东线(1945),《中央周刊》,Directed,36,,4,新命,1945,重庆
中国(1945),《民主周刊(昆明)》,Directed,37,,21,黄海,1945,昆明
之页(1945),《国讯》,Directed,38,,11,问梁,1945,上海
以后(1945),《民主周刊(昆明)》,Directed,40,,4,昭抡,1945,昆明
会议(1945),《中央周刊》,Directed,41,,10,陈锺浩,1945,重庆
先生(1945),《民主(重庆)》,Directed,42,,9,彭松,1945,重庆
农业(1945),《中央周刊》,Directed,43,,4,张德粹,1945,重庆
印度(1945),《民主周刊(昆明)》,Directed,44,,4,曹刚,1945,昆明
安定(1945),《国讯》,Directed,46,,4,光军,1945,上海
批判(1945),《中央周刊》,Directed,47,,4,陆复初,1945,重庆
政制(1945),《中央周刊》,Directed,48,,5,于彦胜,1945,重庆
政治(1945),《中央周刊》,Directed,49,,10,钱纳水 蒋,1945,重庆
故事(1945),《中央周刊》,Directed,50,,7,伯侨,1945,重庆
旧金山(1945),《国讯》,Directed,51,,7,引流,1945,上海
自己(1945),《民主周刊(昆明)》,Directed,53,,4,光年,1945,昆明
重庆(1945),《民主周刊(昆明)》,Directed,54,,9,高扬,1945,昆明
问题(1945),《时代杂志》,Directed,55,,13,阿尔古斯,1945,上海
革命(1945),《时代杂志》,Directed,56,,8,郭沫若,1945,上海
高尔基(1945),《时代杂志》,Directed,57,,12,施维卓夫 别赫尔,1945,上海
一二(1945),《民主周刊(昆明)》,Directed,58,,4,游牧,1945,昆明
世界(1945),《再生》,Directed,59,,6,王__,1945,重庆
东南(1945),《中央周刊》,Directed,60,,3,新命,1945,重庆
中国(1945),《中央周刊》,Directed,61,,28,黄义本,1945,重庆
中国(1945),《再生》,Directed,62,,9,章伯钧,1945,重庆
之后(1945),《时代杂志》,Directed,63,,5,守巧夫,1945,上海
之路(1945),《时代杂志》,Directed,64,,3,葛洛斯曼,1945,上海
会议(1945),《再生》,Directed,66,,5,石啸冲,1945,重庆
会议(1945),《民主周刊(昆明)》,Directed,67,,10,鲁小詹,1945,昆明
